id,title,desc,by
c01736,Selenium WebDriver: Selenium Automation Testing with Python,Learn Selenium WebDriver Python Course for professional Selenium WebDriver browser testing and automation.,Phil Ebiner
c01737,Projects In JavaScript & JQuery,Learn JavaScript and JQuery Building Ten Projects,Eduonix Learning Solutions
c01738,PHP Login and Registration System - Email Confirm Activation,AMAZING complete Login and Registration System in PHP and MySQL by Edwin Diaz,Edwin Diaz
c01739,"From 0 to 1: Machine Learning, NLP & Python-Cut to the Chase","A down-to-earth, shy but confident take on machine learning techniques that you can put to work today",Loony Corn
c01740,Flutter BLoC - From Zero to Hero Complete Course,"Understand, Learn & Practice the most robust Flutter state management - BLoC Library",Tiberiu Potec
c01741,Introduction to Web Accessibility WCAG 2.1,Learn web accessibility and apply best practice WCAG 2.1 accessibility patterns and techniques to your websites,Ross Mullen
c01742,"Web Scraping with Python: BeautifulSoup, Requests & Selenium","Web Scraping and Crawling with Python: Beautiful Soup, Requests & Selenium",GoTrained Academy
c01743,React Native Expo from Beginner to Pro :: Also with MeteorJS,New to programming? Want to create awesome apps? This is the perfect course for you.,Thomas Scanlan
c01744,RA: Data Science and Supply Chain analytics. A-Z with Python,"Learn Python, Supply Chain Data Science ,Linear Programming, Forecasting, Pricing and Inventory Management.",Haytham Omar-Ph.D
c01745,The Complete Core Java Course : Learn to Code,Learn Java from scratch. Ideal for testing professionals transitioning to DevOps or Automation. Java for Selenium.,Dezlearn Education
c01746,Beat the Codility Coding Interview in Java,Learn and practice how to solve many coding puzzles from Codility using Java,James Cutajar
c01747,API in C#: The Best Practices of Design and Implementation,Learn how to write clean code in C#. Design and implement API based on the best practices developed by .NET community.,Engineer Spock
c01748,EasyPy3: Python for Beginners,"A comprehensive introduction for absolute beginners. Learn from scratch with many projects, coding exercises & quizzes!",Adam Mir
c01749,Machine Learning Real World projects in Python,Build a Portfolio/Resume of Machine Learning projects_case studies in Python & get a job of Data Scientist/ ML Engineer,Shan Singh
c01750,Git by Example,"Learn Git for teamwork and error control, in the terminal and a visual interface",Jose Salvatierra
c01751,Reactive Programming in Modern Java using Project Reactor,Learn to write fast performing Asynchronous and NonBlocking code using the Reactive Programming principles and Reactor.,Pragmatic Code School
c01752,The Expert’s Guide of Selenium with Python | BDD Framework,Pytest | BDD Framework using Behave | Robot Framework Implementation | Detailed Python |  Git & Jenkins | 100+ Exercise,Automation World
c01753,The Full Stack Web Development Bootcamp,"Learn HTML, CSS, JavaScript, jQuery, PHP & mySQL to become a talented, confident full-stack web developer",Darragh O'Neill
c01754,Azure Machine Learning &  MLOps : Beginner to Advance,The most compressive  course covering MLOps and machine learning on Azure | Zero to Hero,Mohammad Ghodratigohar (MG)
c01755,Object Oriented Programming (OOP) in PHP - Build An OOP Site,"No PHP knowledge required. Everything you need to know to build and manage OOP websites in PHP, including Wordpress",Rob Percival
c01756,REST Assured. API test automation for beginners,Rest API test automation from scratch. Create cool REST Assured framework with Java and TestNG,Dmitry Shyshkin
c01757,Build an Amazon Affiliate E-Commerce Store from Scratch,"Earn Passive Income by Building an Amazon Affiliate E-Commerce Store using WordPress, WooCommerce, WooZone, & Elementor",YouAccel Training
c01758,Remix.js - The Practical Guide,Learn how to build feature-rich & highly reactive fullstack React applications with Remix.,Academind by Maximilian Schwarzmüller
c01759,AWS Lambda - A Practical Guide - Learn from an Expert,"Learn the fundamentals of AWS Lambda and 3 practice projects using API Gateway, SQS, Cloudwatch Events, and CDK",Daniel Galati
c01760,QR Code Generator Using JavaScript,Learn How To Generate QR Code Using JavaScript & How To Create QR Code Generator Website,Narendra Dwivedi
c01761,APIs in PHP: from Basic to Advanced,"Use REST APIs from PHP, and create your own RESTful API using plain PHP, with API key and JWT token authentication",Dave Hollingworth
c01762,Introduction to JavaScript Object Notation (JSON),,Marie Taylor
c01763,The Complete Guide to Bubble Visual Programming,Learn how to build sophisticated web applications like AirBnB Yelp Twitter with no code using Bubble Visual Programming,Henry Habib
c01764,Java for Complete Beginners: Become Junior Java Developer,"Java programming for complete beginners. Create Java applications, learn Java programming. Start programming in 2019",Luke's Programming School
c01765,Learn Advanced T-SQL For SQL Server Administrator,Getting to understand stored procedures,Raphael Asghar
c01766,Mastering Regular Expressions in JavaScript,Full of Opportunities to Learn by Doing in Order to Unlock the Power of Regular Expressions or regex in JavaScript,Steven Hancock
c01767,"Build Creative Website Using HTML5, CSS3, jQuery & Bootstrap","Learn HTML5, CSS3,  jQuery, Bootstrap And Build Huge Creative Responsive Website With Modern Trends From Scratch.",Irfan Dayan
c01768,Mastering Microsoft Power Apps 2023: From Zero to Hero,"Unlock the Power of Low-Code with MS PowerApps: Drive Efficiency, Enhance Collaboration, and Master M365 Connectivity",Fabian Ackeret
c01769,Learn Redis from Scratch,A comprehensive guide to learn and use the Redis data structure store,Eduonix Learning Solutions
c01770,Math for Data Science Masterclass,"Learn about probability, statistics, and more using the mathematics that are foundational to the field of data science.",Jose Portilla
c01771,DevOps Fundamentals: Gain Solid Understanding,"Learn the fundamentals of DevOps including the entire software development lifecycle. Agile, Scrum, and CI/CD with Demos",Syed Raza
c01772,Golang for Beginners,Learn the Go programming language with Hands-On labs,Mumshad Mannambeth
c01773,Break Away: Programming And Coding Interviews,"A course that teaches pointers, linked lists, general programming, algorithms and recursion like no one else",Loony Corn
c01774,"Python 3: Project-based Python, Algorithms, Data Structures",Learn programming with Python 3; visualize Algorithms and Data Structures and implement them in projects with Python,Mashrur Hossain
c01775,Complete Python Bootcamp For Everyone From Zero to Hero 2023,"Master Python Programming by building 100+ REAL PROJECTS . Learn OOP, Automation,GUI,REST and more to create your APPs.",Elshad Karimov
c01776,Write Asynchronous C# Code With Tasks and PLINQ,A comprehensive course teaching you how to write asynchronous C# code with the Task Parallel Library and PLINQ.,Mark Farragher
c01777,Build a Stock Market Web App With Python and Django,Learn Database Driven Web Development With Django and Python!,John Elder
c01778,"Recursion, Backtracking and Dynamic Programming in Python","Learn Competitive Programming, Recursion, Backtracking, Divide and Conquer Methods and Dynamic Programming in Python",Holczer Balazs
c01779,C++ Programming for Beginners (2023),"Enter the world of computer science, learn to code and solve problems using C++",Prateek Narang
c01780,Working with Concurrency in Go (Golang),Learn the advantages and pitfalls of concurrent programming with the Go programming language,Trevor Sawler
c01781,Intro to Game Development using Unity - Part I,A 2D game will be developed from scratch - perfect beginning course for middle and high school age students!,Ken DeVellis
c01782,Scratch Programming - Build 14 Games in Scratch 3.0 Bootcamp,"Build 14 + 1 Games in Scratch 3.0 including Arkanoid, Snake, Pac-Man, Space Invaders, a Racing Game & Elsa from Frozen!","Dr. Chris Mall • 35,000+ Students Worldwide"
c01783,Learn Multithreading with Modern C++,Learn how to write portable threaded C++ code which unleashes the power of modern multi-processor hardware!,James Raynard
c01784,HTML5 Specialist: Comprehensive HTML5 Training,Earn a professional credential while learning HTML5.,Framework Tech
c01785,Create a Netflix clone from Scratch: JavaScript PHP + MySQL,"Learn JavaScript, PHP and MySQL by making the ultimate Netflix clone website completely from scratch!",Reece Kenney
c01786,Laravel API Development & Vue JS SPA from Scratch,Learn how to develop a robust API with Laravel and a Single-Page Application in Vue JS from Scratch,Victor Gonzalez
c01787,Fundamental Data Analysis and Visualization Tools in Python,"Learn how to analyze and visualize data by using Python libraries such as Plotly, Seaborn, Matplotlib, Pandas, and NumPy",James Thomson
c01788,Logistic Regression in Python,Logistic regression in Python tutorial for beginners. You can do Predictive modeling using Python after this course.,Start-Tech Academy
c01789,Modern Food Recipes App - Android Development with Kotlin,Develop beautiful and fully functional Android App in Android Studio using the power of Kotlin programming language.,Stefan Jovanovic
c01790,LangChain with Python Bootcamp,Build real world applications with Large Language Models and LangChain!,Jose Portilla
c01791,Complete Data Wrangling & Data Visualisation With Python,"Learn to Preprocess, Wrangle and Visualise Data For Practical Data Science Applications in Python",Minerva Singh
c01792,Automation framework with Selenium Java (Advanced),Learn developing advanced framework for selenium like never before with complete customization of code,Karthik KK
c01793,JavaScript Projects for JavaScript Beginners,Interactive Front-End Development for Beginners,Rob Merrill
c01794,"React, Angular, Node In-Depth Guide: Beginner to Pro (2018)","Master Angular (Angular 5, Angular 6,incl. Angular 7), React + Redux (React 16) & Node. Stripe, AWS,  Express included.",Filip Jerga
c01795,Kubernetes for developers,"Learn how to deploy, manage and scale dockerized apps in Kubernetes",Houssem Dellai
c01796,Laravel 8 - Build Advance Ecommerce Project A-Z,"In This Course, You Will Build Three Different Project With Laravel 8 Include Advance Professional Ecommerce Site A-Z",Kazi Ariyan
c01797,Software Testing : Learn Manual/QA Testing + ISTQB CTFL Help,"Software Testing Course for learning Test Fundamentals,QA Manual Testing, STLC, Automation Basics & ISTQB CTFL Help",Engineering Mentor
c01798,Website Localization For Translators,Learn how to to translate and localize websites to specialize as a website translator and localizer.,Dorota Pawlak
c01799,Java Microservices: CQRS & Event Sourcing with Kafka,Learn how to create microservices that are based on CQRS & Event Sourcing. Powered by Spring Boot and Apache Kafka.,Sean Campbell
c01800,Real World ASP.NET Web API Services for .NET Framework,"Create production-ready, secure, professional Web API services designed for any kind of client integration",Darren DeLoach
c01801,Learn Dart Programming for Flutter,Build strong foundation in Dart programming language,Smartherd Developers
c01802,Boost Your C# With Structural And Creational Design Patterns,A complete guide to the first 12 structural and creational design patterns from the famous book by the Gang Of Four.,Mark Farragher
c01803,MATLAB for Engineering Students Part 1,"Learn the MATLAB basics you need. Matrices, plotting, logicals, looping, functions & more are covered with many examples","Cherish Qualls, PhD"
c01804,Bash Shell Scripting Tutorial for Beginners,Learn Bash Shell Scripting  to automate the frequently performed tasks,Yogesh Patel
